Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g45699	-	261	+	266	15055	19.338871	6.790470	8.224169
g45701	-	261	-	28744	35328	115.321098	40.492775	49.042164
g45702	-	261	+	44349	45231	0.000000	0.000000	0.000000
g45703	-	261	+	46652	56459	6.082058	2.135597	2.586494
g45704	-	261	-	60164	67958	60.546162	21.259613	25.748236
g45705	-	261	+	68613	129412	61.329426	21.534641	26.081331
g45708	-	261	-	172713	180251	16.953291	5.952820	7.209661
g45709	-	261	-	184722	195890	1.477855	0.518920	0.628482
g45706	-	261	-	142605	154132	426.064545	149.604324	181.190857
g45707	-	261	-	163433	169345	274.767944	96.479446	116.849518
g45711	-	261	+	218256	222019	28.424561	9.980735	12.088005
g45712	-	261	-	225420	226538	1.031278	0.362113	0.438568
g45713	-	261	-	246972	261233	142.478653	50.028622	60.591358
g45715	-	261	-	275191	296352	214.595947	75.351212	91.260406
g45720	-	261	-	351661	352975	2.230264	0.783114	0.948456
g45721	-	261	-	367431	374993	26.720528	9.382397	11.363338
g45722	-	261	+	383884	410856	53.293125	18.712851	22.663765
g45724	-	261	-	456316	467804	8.041122	2.823484	3.419618
g45726	-	261	+	472461	476521	2.483456	0.872018	1.056130
g45730	-	261	-	573394	574851	0.098765	0.034679	0.042001
g45729	-	261	+	569986	573374	3.121427	1.096029	1.327437
g45732	-	261	-	579482	589952	140.199844	49.228458	59.622253
g45733	-	261	+	590535	597787	231.654282	81.340919	98.514740
g45734	-	261	-	604200	606773	52.703186	18.505705	22.412886
g45739	-	261	+	679697	684987	0.033412	0.011732	0.014209
g45738	-	261	+	647925	663713	32.507092	11.414236	13.824168
g45740	-	261	-	698828	722187	33.665375	11.820945	14.316747
g45741	-	261	-	734318	743609	41.243668	14.481916	17.539539
g45742	-	261	-	747896	748528	2.814691	0.988324	1.196993
g45743	-	261	+	750990	762702	114.723907	40.283077	48.788200
g45744	-	261	-	765872	777361	142.568924	50.060322	60.629749
g45747	-	261	+	800430	808373	39.653481	13.923553	16.863285
g45748	-	261	-	811628	813008	34.549713	12.131464	14.692825
g45757	-	262	+	63813	64829	0.486808	0.170933	0.207023
g45759	-	262	-	75077	76375	4.105793	1.441670	1.746055
g45763	-	262	+	105880	117379	54.903286	19.278227	23.348511
g45764	-	262	+	124199	127976	4.335011	1.522155	1.843534
g45766	-	262	-	134538	141265	0.385840	0.135480	0.164085
g45767	-	262	+	145380	181550	24.872820	8.733609	10.577570
g45769	-	262	+	204874	216385	145.875931	51.221508	62.036106
g45770	-	262	-	222149	233641	104.374336	36.649029	44.386879
g45774	-	262	-	290816	295953	2.912745	1.022754	1.238692
g45771	-	262	+	243976	246597	66.978165	23.518085	28.483549
g45772	-	262	-	252014	267669	441.710083	155.097946	187.844376
g45775	-	262	-	304881	339563	180.717575	63.455475	76.853073
g45776	-	262	+	340964	343924	0.228558	0.080254	0.097198
g45777	-	262	+	343988	345301	0.398010	0.139754	0.169260
g45778	-	262	-	359463	389962	33.822048	11.875957	14.383374
g45782	-	262	-	452916	454516	0.417718	0.146674	0.177641
g45786	-	262	+	490975	491865	1.068087	0.375038	0.454221
g45787	-	262	-	504143	507843	0.000000	0.000000	0.000000
g45788	-	262	+	508314	508838	0.000000	0.000000	0.000000
g45789	-	262	-	513250	514154	0.000000	0.000000	0.000000
g45790	-	262	+	520616	521506	1.392817	0.489061	0.592318
g45791	-	262	+	536250	537143	1.212528	0.425756	0.515647
g45792	-	262	-	556890	560801	4.138503	1.453155	1.759966
g45793	-	262	-	562259	563623	0.211722	0.074342	0.090038
g45794	-	262	-	564138	566607	3.778113	1.326611	1.606704
g45795	-	262	-	568065	569429	0.211722	0.074342	0.090038
g45796	-	262	-	569944	572821	0.128686	0.045186	0.054726
g45797	-	262	+	574157	574681	0.000000	0.000000	0.000000
g45798	-	262	-	579099	580003	0.000000	0.000000	0.000000
g45799	-	262	+	586490	587380	2.997375	1.052470	1.274682
g45804	-	262	-	700087	700479	2.399067	0.842386	1.020242
g45805	-	262	-	701476	701868	2.845206	0.999039	1.209970
g45803	-	262	+	687438	698822	394.592010	138.553360	167.806641
g45806	-	262	+	725448	726281	13.454386	4.724247	5.721696
g45807	-	262	+	728529	734574	0.837379	0.294029	0.356109
g45808	-	262	+	746487	750205	0.844113	0.296394	0.358973
g45811	-	262	+	762347	764530	0.000000	0.000000	0.000000
g45812	-	262	+	780726	781343	0.000000	0.000000	0.000000
g45814	-	262	-	783444	785045	1.835194	0.644393	0.780446
g45815	-	262	+	789887	792005	0.000000	0.000000	0.000000
g45816	-	262	-	812360	820019	2.384615	0.837311	1.014096
g45817	-	263	-	10129	10509	0.787402	0.276481	0.334855
g45818	-	263	-	11531	18634	13.601041	4.775742	5.784063
g45820	-	263	+	37606	38678	12.270202	4.308444	5.218102
g45822	-	263	+	94405	100393	45.347252	15.922810	19.284655
g45824	-	263	-	121395	126745	0.625641	0.219682	0.266064
g45823	-	263	-	104364	109849	2197.469482	771.598877	934.509521
g45827	-	263	-	149821	179409	10.412699	3.656218	4.428169
g45828	-	263	-	219920	221266	3.826961	1.343763	1.627477
g45829	-	263	+	224202	260807	6.322946	2.220180	2.688935
g45830	-	263	-	263382	263810	0.000000	0.000000	0.000000
g45831	-	263	-	263861	265339	0.000000	0.000000	0.000000
g45832	-	263	-	265949	267702	1.094644	0.384363	0.465515
g45833	-	263	+	270574	303402	8.017709	2.815263	3.409661
g45837	-	263	+	319137	333869	11.813532	4.148093	5.023896
g45838	-	263	-	342578	359601	68.922455	24.200787	29.310392
g45842	-	263	+	406743	416381	14.009247	4.919076	5.957659
g45847	-	263	+	434776	439947	0.948148	0.332924	0.403215
g45848	-	263	+	449176	453605	0.957136	0.336080	0.407038
g45851	-	263	-	463281	463751	0.265393	0.093188	0.112863
g45852	-	263	-	473669	475158	0.000000	0.000000	0.000000
g45856	-	263	+	538701	555906	0.000000	0.000000	0.000000
g45853	-	263	+	476508	503708	72.674782	25.518343	30.906130
g45854	-	263	+	506366	507409	34.868362	12.243351	14.828337
g45855	-	263	+	512956	534278	39.104992	13.730961	16.630032
g45857	-	263	-	568978	572819	217.616913	76.411964	92.545120
g45858	-	263	+	574677	580746	213.883469	75.101044	90.957413
g45868	-	263	+	740924	745426	0.413262	0.145109	0.175746
g45859	-	263	-	597372	601856	39.868378	13.999010	16.954674
g45860	-	263	-	610535	610957	0.000000	0.000000	0.000000
g45861	-	263	+	635083	635475	0.000000	0.000000	0.000000
g45862	-	263	-	648953	651218	0.000000	0.000000	0.000000
g45863	-	263	+	668949	675971	296.985077	104.280556	126.297722
g45864	-	263	+	681974	683505	0.000000	0.000000	0.000000
g45865	-	263	+	690421	697398	12.296372	4.317633	5.229231
g45866	-	263	-	700241	719685	12.412508	4.358412	5.278620
g45867	-	263	+	719865	727593	84.831108	29.786802	36.075806
g45869	-	263	+	778638	780115	0.371453	0.130429	0.157966
g45872	-	264	+	13693	14355	2.235597	0.784987	0.950724
g45873	-	264	-	16754	22508	0.132833	0.046642	0.056489
g45876	-	264	-	39869	40336	0.000000	0.000000	0.000000
g45879	-	264	-	53991	54649	0.000000	0.000000	0.000000
g45891	-	264	-	92750	97999	0.000000	0.000000	0.000000
g45905	-	264	-	162045	164881	0.000000	0.000000	0.000000
g45906	-	264	-	168300	168821	0.365899	0.128478	0.155604
g45909	-	264	-	174494	187662	0.348361	0.122320	0.148146
g45911	-	264	-	190308	193390	0.000000	0.000000	0.000000
g45912	-	264	-	200941	203359	0.000000	0.000000	0.000000
g45918	-	264	-	246539	251038	0.058243	0.020451	0.024769
g45921	-	264	+	264711	266693	1.896154	0.665798	0.806370
g45923	-	264	-	285820	287478	0.251668	0.088368	0.107026
g45943	-	264	+	412856	414275	0.000000	0.000000	0.000000
g45956	-	264	-	489601	489975	0.400000	0.140452	0.170106
g45959	-	264	-	508740	511894	0.000000	0.000000	0.000000
g45960	-	264	+	512268	512714	0.105145	0.036920	0.044715
g45964	-	264	-	554248	558318	0.000000	0.000000	0.000000
g45966	-	264	-	560883	570210	0.742266	0.260632	0.315661
g45967	-	264	+	587281	610225	110.037308	38.637474	46.795147
g45968	-	264	-	612018	646915	1.649347	0.579136	0.701412
g45969	-	264	+	652335	670587	76.244858	26.771908	32.424362
g45973	-	264	-	698719	699459	1.166799	0.409699	0.496200
g45985	-	264	-	772548	773006	2.490196	0.874384	1.058996
g45986	-	264	+	773226	775663	16.123932	5.661606	6.856964
g45987	-	264	+	781670	794825	25.768372	9.048065	10.958418
g45988	-	265	+	228	15193	89.778183	31.523872	38.179626
g45989	-	265	+	17966	62577	19.684288	6.911757	8.371062
g45990	-	265	+	73600	74245	1.978585	0.694742	0.841425
g45991	-	265	+	79232	94105	8.123573	2.852436	3.454681
g45993	-	265	+	117856	120719	1.453380	0.510326	0.618073
g45997	-	265	-	211549	215363	0.270370	0.094935	0.114979
g45998	-	265	+	218776	224751	1.845794	0.648115	0.784954
g45996	-	265	-	184656	209961	6.573318	2.308094	2.795410
g45999	-	265	+	227188	228826	245.773804	86.298714	104.519295
g46000	-	265	-	232440	251467	5.630638	1.977090	2.394520
g46001	-	265	-	252294	255901	2.316262	0.813311	0.985028
g46002	-	265	-	267670	279982	314.165802	110.313240	133.604095
g46003	-	265	-	285607	307178	46.463219	16.314659	19.759237
g46009	-	265	+	406455	433215	3.843774	1.349667	1.634627
g46004	-	265	+	312051	313186	122.091187	42.869957	51.921257
g46005	-	265	-	318173	320930	9.386861	3.296014	3.991915
g46006	-	265	+	321862	335504	14.723363	5.169824	6.261349
g46007	-	265	-	338570	381584	20.918039	7.344965	8.895736
g46012	-	265	-	467284	520808	22.475687	7.891903	9.558150
g46013	-	265	+	521619	522374	79.361115	27.866119	33.749599
g46014	-	265	-	525247	565711	92.342636	32.424328	39.270206
g46015	-	265	+	566218	567462	4.295308	1.508214	1.826649
g46017	-	265	-	576364	578025	0.000000	0.000000	0.000000
g46018	-	265	-	580307	591294	0.000000	0.000000	0.000000
g46023	-	265	-	696180	698384	6.465849	2.270358	2.749707
g46025	-	265	+	710879	711385	1.047345	0.367755	0.445400
g46026	-	265	+	718480	723719	2.556523	0.897674	1.087203
g46027	-	265	+	724483	725159	0.155393	0.054563	0.066083
g46028	-	265	+	725193	772365	8.156164	2.863879	3.468541
g46030	-	266	+	20535	23661	146.763046	51.533001	62.413361
g46053	-	266	+	375134	376759	0.890985	0.312852	0.378906
g46054	-	266	-	381293	381754	0.316017	0.110963	0.134391
g46056	-	266	-	383234	394042	0.000000	0.000000	0.000000
g46036	-	266	+	102934	107008	8.265258	2.902185	3.514935
g46037	-	266	+	121645	140077	3.803828	1.335641	1.617640
g46038	-	266	+	160808	162056	2.148551	0.754422	0.913706
g46039	-	266	+	209768	212625	0.755715	0.265355	0.321380
g46040	-	266	-	222199	224279	0.000000	0.000000	0.000000
g46041	-	266	-	224922	225621	0.000000	0.000000	0.000000
g46043	-	266	+	240241	241788	1.648485	0.578834	0.701045
g46045	-	266	+	261900	262352	0.317881	0.111618	0.135184
g46046	-	266	-	282376	283218	7.042026	2.472671	2.994736
g46047	-	266	-	284501	291955	5.626430	1.975612	2.392730
g46048	-	266	-	293166	293558	0.908397	0.318966	0.386311
g46049	-	266	+	295794	326064	3.079884	1.081442	1.309771
g46051	-	266	-	351882	353367	0.000000	0.000000	0.000000
g46057	-	266	+	407078	409268	0.513542	0.180320	0.218392
g46060	-	266	-	427016	437915	13.585739	4.770369	5.777556
g46058	-	266	-	411434	414003	30.798103	10.814157	13.097393
g46059	-	266	+	414262	423197	1502.119263	527.440063	638.800598
g46061	-	266	-	440221	447347	31.727409	11.140466	13.492596
g46062	-	266	+	447630	482661	440.051331	154.515503	187.138962
g46063	-	266	-	494445	495110	168.419693	59.137314	71.623207
g46064	-	266	-	513221	514320	175.858337	61.749252	74.786606
g46066	-	266	+	535956	542677	14.082430	4.944773	5.988781
g46067	-	266	-	550169	555843	326.124908	114.512444	138.689896
g46068	-	266	-	569064	582836	14.253732	5.004922	6.061631
g46069	-	266	+	583139	586161	897.128540	315.009308	381.518433
g46070	-	266	-	588683	616782	3.729727	1.309621	1.586127
g46076	-	266	+	720320	720859	53.914814	18.931143	22.928148
g46079	-	266	-	761042	761362	0.632399	0.222055	0.268938
g46080	-	266	-	761598	764590	0.810435	0.284569	0.344651
g46081	-	266	-	764796	765485	0.908696	0.319071	0.386438
g46085	-	266	+	833700	836655	5.093750	1.788572	2.166200
g46083	-	266	-	790894	826027	32.936626	11.565059	14.006834
g46089	-	267	-	19110	34838	55.608765	19.525942	23.648529
g46090	-	267	+	35488	39097	21.238817	7.457600	9.032151
g46094	-	267	-	124595	126349	1.334808	0.468692	0.567649
g46109	-	267	+	418811	419380	3.420176	1.200929	1.454485
g46115	-	267	-	461122	465329	3.523207	1.237106	1.498301
g46116	-	267	+	483317	485390	0.283883	0.099680	0.120726
g46121	-	267	+	573757	580840	0.000000	0.000000	0.000000
g46122	-	267	+	624020	624652	1.720930	0.604271	0.731853
g46127	-	267	-	649907	650725	0.313431	0.110055	0.133292
g46128	-	267	+	655179	655565	0.000000	0.000000	0.000000
g46131	-	267	-	667144	677817	0.109697	0.038518	0.046650
g46134	-	267	+	768552	768842	0.000000	0.000000	0.000000
g46135	-	267	+	770847	771317	0.265393	0.093188	0.112863
g46136	-	267	-	780672	780947	0.000000	0.000000	0.000000
g46137	-	267	+	782811	783128	0.000000	0.000000	0.000000
g46138	-	267	-	785171	788643	1.185923	0.416414	0.504333
g46139	-	268	-	3462	36282	26.111498	9.168548	11.104338
g46140	-	268	+	36486	37166	155.582230	54.629692	66.163864
g46141	-	268	+	39237	45473	86.954544	30.532404	36.978828
g46142	-	268	-	54460	63983	19.893764	6.985310	8.460146
g46143	-	268	+	75717	78860	1.894402	0.665183	0.805625
g46144	-	268	-	81453	114119	99.938141	35.091343	42.500317
g46145	-	268	+	114657	122082	21.710993	7.623395	9.232951
g46147	-	268	-	130830	137248	240.500000	84.446922	102.276527
g46158	-	268	-	217470	219924	4.277778	1.502059	1.819194
g46159	-	268	-	225418	239183	0.282651	0.099247	0.120202
g46160	-	268	+	252161	257377	0.000000	0.000000	0.000000
g46162	-	268	-	260252	260581	0.000000	0.000000	0.000000
g46163	-	268	-	260941	261393	1.537528	0.539873	0.653859
g46164	-	268	+	279611	279907	0.000000	0.000000	0.000000
g46165	-	268	-	284231	284515	0.000000	0.000000	0.000000
g46175	-	268	+	401770	402874	0.000000	0.000000	0.000000
g46176	-	268	+	403273	407521	0.000000	0.000000	0.000000
g46177	-	268	-	408452	409522	2.600374	0.913071	1.105851
g46178	-	268	+	414233	430943	34.888344	12.250366	14.836834
g46179	-	268	+	436985	457244	1.680861	0.590202	0.714813
g46180	-	268	+	464220	467685	55.776192	19.584730	23.719730
g46181	-	268	+	467696	469112	88.046593	30.915857	37.443241
g46182	-	268	-	473123	483690	18.564854	6.518689	7.895005
g46183	-	268	+	493317	495168	31.802469	11.166821	13.524516
g46184	-	268	+	499510	505468	200.176926	70.288254	85.128487
g46185	-	268	-	510463	511539	29.374651	10.314340	12.492046
g46186	-	268	+	530337	531071	2.616327	0.918673	1.112635
g46188	-	268	+	560159	561295	0.189534	0.066551	0.080602
g46189	-	268	-	571184	572305	3.877005	1.361335	1.648759
g46191	-	268	+	611839	615429	0.000000	0.000000	0.000000
g46190	-	268	-	587455	608581	15.147826	5.318866	6.441859
g46192	-	268	+	628721	630702	0.000000	0.000000	0.000000
g46193	-	268	-	631122	632936	0.000000	0.000000	0.000000
g46196	-	268	-	646509	657759	13.975000	4.907051	5.943095
g46197	-	268	-	664621	670474	6.400090	2.247268	2.721742
g46198	-	268	-	683530	736006	193.336441	67.886353	82.219460
g46199	-	268	+	736241	761517	46.761524	16.419405	19.886097
g46200	-	268	-	764579	766432	10.126437	3.555702	4.306431
g46201	-	268	-	772089	773027	101.381577	35.598179	43.114159
g46202	-	268	+	790419	793437	312.792786	109.831131	133.020203
g46207	-	268	+	814618	815355	214.671982	75.377914	91.292740
g46208	-	269	+	1711	2313	146.009949	51.268566	62.093098
g46210	-	269	+	24570	52952	40.859615	14.347063	17.376215
g46215	-	269	+	137799	138155	0.157423	0.055276	0.066947
g46211	-	269	-	59452	73183	10.277778	3.608843	4.370792
g46213	-	269	+	82181	98859	284.897614	100.036278	121.157326
g46214	-	269	+	119849	131177	8.284188	2.908832	3.522985
g46217	-	269	-	160363	169302	27.172096	9.540956	11.555374
g46218	-	269	+	169660	270413	14.441613	5.070893	6.141530
g46219	-	269	+	285625	304127	43.077045	15.125671	18.319212
g46220	-	269	-	310658	311305	1.367596	0.480205	0.581592
g46221	-	269	+	314128	314595	0.850427	0.298611	0.361658
g46222	-	269	+	332741	336705	64.614471	22.688120	27.478352
g46223	-	269	+	348910	354367	49.859764	17.507292	21.203672
g46224	-	269	-	358664	366044	20.001802	7.023246	8.506090
g46225	-	269	+	371775	373489	3.606061	1.266199	1.533536
g46226	-	269	-	394932	396085	49.309433	17.314053	20.969635
g46227	-	269	-	422627	434953	7.832832	2.750347	3.331039
g46228	-	269	+	436544	440220	0.184720	0.064861	0.078555
g46229	-	269	-	443844	444338	5.897980	2.070962	2.508212
g46230	-	269	+	475280	476043	0.000000	0.000000	0.000000
g46231	-	269	-	486868	487407	2.000000	0.702261	0.850532
g46236	-	269	+	553886	554425	2.405555	0.844664	1.023001
g46239	-	269	-	561255	570336	0.378376	0.132859	0.160911
g46256	-	269	+	689774	695308	0.000000	0.000000	0.000000
g46259	-	269	-	698655	701281	0.308425	0.108297	0.131163
g46267	-	269	-	711739	713103	0.182938	0.064235	0.077797
g46242	-	269	-	581048	582886	0.624553	0.219300	0.265601
g46243	-	269	+	583772	585453	15.561906	5.464262	6.617953
g46244	-	269	+	601476	610041	0.491103	0.172441	0.208850
g46246	-	269	+	620320	620757	6.617804	2.323714	2.814328
g46247	-	269	+	625701	627368	0.000000	0.000000	0.000000
g46248	-	269	-	628462	630861	0.000000	0.000000	0.000000
g46249	-	269	-	640822	645360	0.000000	0.000000	0.000000
g46251	-	269	-	652606	653913	0.000000	0.000000	0.000000
g46252	-	269	-	653962	655821	0.000000	0.000000	0.000000
g46253	-	269	+	663683	664467	116.102058	40.766991	49.374283
g46254	-	269	+	672055	672823	14.344708	5.036867	6.100319
g46255	-	269	+	678892	679668	13.446395	4.721441	5.718297
g46268	-	269	-	713664	718153	0.000000	0.000000	0.000000
g46269	-	269	-	718168	718578	1.026764	0.360528	0.436648
g46271	-	270	+	2004	5797	2.548951	0.895015	1.083983
g46274	-	270	+	27789	31215	0.000000	0.000000	0.000000
g46272	-	270	-	15412	15913	730.645203	256.551910	310.718719
g46275	-	270	-	33046	62910	63.625618	22.340904	27.057825
g46279	-	270	-	106027	106692	24.553303	8.621417	10.441689
g46280	-	270	-	112799	117254	0.217768	0.076465	0.092609
g46276	-	270	+	63130	84506	38.576283	13.545316	16.405190
g46277	-	270	-	85934	99703	134.437454	47.205109	57.171707
g46283	-	270	-	123937	136469	2.021327	0.709750	0.859602
g46285	-	270	-	140635	146796	1.959108	0.687903	0.833142
g46286	-	270	-	146823	148245	1.432749	0.503082	0.609300
g46287	-	270	-	184306	185181	0.000000	0.000000	0.000000
g46288	-	270	-	222369	222767	48.562656	17.051836	20.652058
g46289	-	270	-	222907	246882	25.214588	8.853615	10.722912
g46290	-	270	-	253562	255766	5.929899	2.082169	2.521786
g46320	-	271	+	22143	29290	0.000000	0.000000	0.000000
g46321	-	271	+	30999	53055	52.073257	18.284517	22.144997
g46293	-	270	+	309484	337393	199.333939	69.992256	84.769989
g46294	-	270	-	357263	358673	1.679151	0.589601	0.714086
g46295	-	270	+	369199	370231	0.227425	0.079856	0.096716
g46296	-	270	-	372309	373652	0.488988	0.171699	0.207950
g46298	-	270	-	398249	399937	4.337121	1.522896	1.844431
g46299	-	270	-	440336	440773	0.000000	0.000000	0.000000
g46300	-	270	-	460192	468672	2.125786	0.746429	0.904025
g46301	-	270	-	472677	475666	0.000000	0.000000	0.000000
g46302	-	270	-	502147	502743	3606.154053	1266.231201	1533.575439
g46303	-	270	+	527475	533186	23.879999	8.384999	10.155357
g46304	-	270	+	542401	560004	25.613289	8.993611	10.892466
g46305	-	270	+	584455	587952	3.860919	1.355687	1.641918
g46306	-	270	-	601867	603947	11.440613	4.017149	4.865306
g46307	-	270	+	604054	621507	3.075614	1.079942	1.307955
g46308	-	270	+	629403	630329	0.054692	0.019204	0.023259
g46309	-	270	+	638607	643804	0.811707	0.285015	0.345192
g46310	-	270	-	648762	656358	0.000000	0.000000	0.000000
g46311	-	270	+	661405	662762	0.000000	0.000000	0.000000
g46312	-	270	+	689986	690324	0.000000	0.000000	0.000000
g46313	-	270	+	716119	716544	0.701878	0.246451	0.298485
g46314	-	270	+	717112	717926	0.419355	0.147248	0.178338
g46315	-	270	-	750528	753487	3.329502	1.169090	1.415925
g46316	-	270	+	753587	770765	10.641780	3.736655	4.525589
g46317	-	270	+	782762	784357	13.814823	4.850808	5.874978
g46326	-	271	+	107671	108886	0.331471	0.116390	0.140963
g46325	-	271	-	88121	93934	759.097900	266.542542	322.818695
g46329	-	271	-	138760	150162	536.018860	188.212646	227.950699
g46330	-	271	+	152984	222737	293.634155	103.103951	124.872681
g46331	-	271	-	235491	265528	1185.742798	416.350647	504.256378
g46332	-	271	-	280538	285928	151.078781	53.048389	64.248703
g46333	-	271	+	286438	308854	278.320831	97.726974	118.360443
g46334	-	271	-	309897	333710	20.820957	7.310876	8.854450
g46336	-	271	-	419089	424356	44.838234	15.744078	19.068186
g46335	-	271	-	335948	408403	557.570129	195.779953	237.115723
g46339	-	271	+	471764	477300	35.801323	12.570941	15.225094
g46340	-	271	-	478944	485026	40.063080	14.067374	17.037474
g46341	-	271	-	486436	489563	196.955750	69.157204	83.758621
g46342	-	271	-	497003	520057	44.092445	15.482208	18.751026
g46345	-	271	+	560128	562445	1.304703	0.458121	0.554846
g46344	-	271	-	533102	550446	75.995399	26.684313	32.318275
g46346	-	271	+	565361	570068	221.945740	77.931953	94.386024
g46347	-	271	+	586917	603756	1236.976929	434.340515	526.044495
g46348	-	271	-	616484	644698	54.287758	19.062096	23.086748
g46349	-	271	+	644781	654249	273.508331	96.037155	116.313850
g46352	-	271	-	701157	704966	5.798165	2.035913	2.465764
g46350	-	271	-	657700	668735	16.598291	5.828169	7.058692
g46351	-	271	-	674353	695321	43.342083	15.218733	18.431923
g46353	-	271	+	725764	729059	0.000000	0.000000	0.000000
g46361	-	271	+	791826	792194	0.437398	0.153584	0.186011
g46359	-	271	+	776685	788901	19.849569	6.969792	8.441352
g46360	-	271	+	788924	789535	17.657866	6.200218	7.509294
g46362	-	271	-	796069	798396	11.124059	3.905998	4.730686
g46365	-	272	+	9152	20999	12.636400	4.437027	5.373834
g46366	-	272	-	26969	33234	287.001892	100.775162	122.052208
g46367	-	272	-	43060	55533	142.612335	50.075562	60.648209
g46368	-	272	+	60055	64923	44.910912	15.769597	19.099092
g46369	-	272	-	70318	91273	122.471664	43.003555	52.083061
g46372	-	272	-	113073	113369	0.000000	0.000000	0.000000
g46373	-	272	+	124848	125570	88.733055	31.156897	37.735172
g46374	-	272	+	151044	152343	13.217009	4.640897	5.620748
g46376	-	272	+	170644	171747	5.866848	2.060030	2.494972
g46377	-	272	-	186943	187917	2.398974	0.842353	1.020203
g46378	-	272	+	196893	197927	0.384541	0.135024	0.163532
g46379	-	272	+	204017	205078	1.778716	0.624562	0.756428
g46380	-	272	-	224384	229593	0.000000	0.000000	0.000000
g46382	-	272	+	231780	232832	3.644349	1.279643	1.549819
g46384	-	272	-	245910	249574	0.000000	0.000000	0.000000
g46385	-	272	+	260269	261330	1.240115	0.435442	0.527379
g46387	-	272	+	284396	285457	2.226930	0.781943	0.947038
g46388	-	272	+	302938	303996	5.983003	2.100816	2.544369
g46391	-	272	-	344366	393037	55.762722	19.580002	23.714003
g46393	-	272	+	422442	422980	7727.839844	2713.481445	3286.389160
g46395	-	272	-	456320	457261	2.900212	1.018353	1.233362
g46396	-	272	+	501995	503029	2.991304	1.050339	1.272101
g46397	-	272	+	549188	554924	200.629623	70.447205	85.320999
g46398	-	272	+	584184	597101	10.744292	3.772650	4.569184
g46399	-	272	+	597636	598709	11.426444	4.012175	4.859281
g46400	-	272	-	608866	645829	80.938881	28.420120	34.420570
g46401	-	272	+	647698	648543	1.884161	0.661587	0.801270
g46404	-	272	-	687268	688953	8.302787	2.915363	3.530895
g46405	-	272	-	694060	694563	0.426587	0.149788	0.181413
g46406	-	272	+	699328	707529	174.784348	61.372143	74.329880
g46410	-	272	-	783862	795188	46.569466	16.351967	19.804419
g46418	-	273	+	90468	91466	0.000000	0.000000	0.000000
g46411	-	273	-	3976	15493	2.579521	0.905749	1.096983
g46412	-	273	+	18115	19215	0.052309	0.018367	0.022245
g46413	-	273	+	19234	19599	0.000000	0.000000	0.000000
g46414	-	273	+	19702	21051	0.000000	0.000000	0.000000
g46415	-	273	+	23861	42203	7.323192	2.571397	3.114306
g46416	-	273	+	47707	48999	6.609436	2.320776	2.810770
g46417	-	273	+	60736	86636	17.758083	6.235407	7.551913
g46407	-	272	+	720579	763652	294.062775	103.254456	125.054970
g46408	-	272	-	764564	765070	0.021696	0.007618	0.009227
g46424	-	273	+	137198	143823	144.021164	50.570244	61.247337
g46425	-	273	+	153573	161058	0.338514	0.118863	0.143959
g46426	-	273	+	161074	162533	0.848121	0.297801	0.360677
g46427	-	273	+	169192	179259	21.079292	7.401586	8.964311
g46429	-	273	-	278920	341030	12.455984	4.373678	5.297109
g46430	-	273	+	341247	345256	547.013000	192.073029	232.626144
g46432	-	273	+	384154	385158	0.537313	0.188667	0.228501
g46433	-	273	+	395786	396784	0.441441	0.155003	0.187730
g46434	-	273	+	411250	412248	0.507508	0.178202	0.215826
g46431	-	273	+	352075	377687	72.200134	25.351681	30.704279
g46435	-	273	-	421014	424309	2.547215	0.894405	1.083244
g46439	-	273	+	503553	504107	1.027027	0.360621	0.436760
g46440	-	273	+	518051	518677	0.261563	0.091843	0.111234
g46436	-	273	+	436599	443137	1.816258	0.637744	0.772393
g46437	-	273	-	445251	486439	41.778111	14.669575	17.766819
g46438	-	273	+	486852	499276	35.635551	12.512734	15.154596
g46442	-	273	-	527960	556580	3.999305	1.404279	1.700769
g46443	-	273	-	560472	579184	30.828554	10.824850	13.110342
g46445	-	273	-	610472	614853	0.000000	0.000000	0.000000
g46446	-	273	+	619203	625832	35.265823	12.382911	14.997363
g46450	-	273	+	711021	712597	0.000000	0.000000	0.000000
g46453	-	273	-	730782	732426	0.215078	0.075520	0.091465
g46460	-	274	-	57787	64517	0.000000	0.000000	0.000000
g46458	-	274	+	12813	20031	83.066399	29.167158	35.325333
g46459	-	274	-	35391	36622	17.964912	6.308032	7.639870
g46461	-	274	+	72103	73251	16.424717	5.767221	6.984877
g46462	-	274	-	80257	82245	0.145802	0.051196	0.062005
g46463	-	274	+	88156	89058	0.691030	0.242642	0.293872
g46464	-	274	-	92914	94212	0.899923	0.315991	0.382707
g46465	-	274	+	95520	96824	0.560153	0.196687	0.238214
g46466	-	274	-	100701	102212	2.211640	0.776574	0.940536
g46467	-	274	-	112236	113831	1.035714	0.363671	0.440454
g46468	-	274	-	125285	140011	110.909142	38.943600	47.165913
g46469	-	274	-	146020	180219	55.664436	19.545488	23.672203
g46470	-	274	+	181939	203066	49.757515	17.471388	21.160191
g46471	-	274	-	205893	212281	28.027779	9.841413	11.919267
g46472	-	274	-	215554	216471	0.776688	0.272719	0.330299
g46473	-	274	-	223809	224720	0.549342	0.192891	0.233617
g46474	-	274	-	231979	232893	0.000000	0.000000	0.000000
g46475	-	274	-	238694	239605	0.000000	0.000000	0.000000
g46476	-	274	-	241676	242587	0.000000	0.000000	0.000000
