Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
g49101	-	320	-	566819	567163	0.000000	0.000000	0.000000
g49102	-	320	-	570380	570970	0.000000	0.000000	0.000000
g49103	-	320	-	577213	577539	0.000000	0.000000	0.000000
g49105	-	320	-	591675	593087	2.389243	0.843919	1.058716
g49106	-	320	+	595134	595517	0.000000	0.000000	0.000000
g49110	-	320	+	665970	668740	0.025011	0.008834	0.011083
g49111	-	320	-	670634	671770	0.000000	0.000000	0.000000
g49112	-	320	-	676193	677416	0.153595	0.054252	0.068061
g49115	-	320	-	684942	686438	0.644423	0.227620	0.285555
g49117	-	320	+	689987	690794	0.000000	0.000000	0.000000
g49120	-	321	+	748	1101	1.033902	0.365191	0.458140
g49121	-	321	+	1380	2144	0.343137	0.121201	0.152050
g49122	-	321	+	2329	2760	0.165509	0.058460	0.073340
g49123	-	321	-	8912	9979	5.977976	2.111516	2.648947
g49124	-	321	-	15263	23424	6.181320	2.183341	2.739052
g49125	-	321	-	32762	33280	1.052024	0.371592	0.466170
g49127	-	321	-	67749	83425	5.432401	1.918811	2.407193
g49133	-	321	-	128662	145842	4.777331	1.687429	2.116920
g49135	-	321	-	202638	239830	30.842739	10.894148	13.666964
g49136	-	321	-	252721	256358	27.155764	9.591849	12.033199
g49137	-	321	+	261985	262446	121.593079	42.948616	53.880043
g49138	-	321	-	264867	289255	85.506348	30.202208	37.889374
g49139	-	321	-	298532	320847	140.452332	49.610004	62.236912
g49140	-	321	-	333983	350614	31.254007	11.039414	13.849203
g49141	-	321	+	351112	358871	66.063629	23.334728	29.273962
g49142	-	321	-	362126	362551	57.830986	20.426826	25.625933
g49143	-	321	+	366143	368347	3.150000	1.112630	1.395821
g49147	-	321	+	401508	409406	0.000000	0.000000	0.000000
g49145	-	321	-	383137	394291	108.099915	38.182613	47.900982
g49148	-	321	-	413237	434018	78.402412	27.692984	34.741497
g49151	-	321	-	476201	486292	46.071365	16.273142	20.415035
g49149	-	321	-	443832	460404	609.310364	215.218140	269.996185
g49150	-	321	+	460669	468868	48.437317	17.108833	21.463430
g49153	-	321	+	496223	499443	0.289474	0.102247	0.128271
g49152	-	321	+	492094	492522	127.813522	45.145779	56.636429
g49156	-	321	+	521022	526173	477.151276	168.537445	211.434158
g49157	-	321	-	531527	541082	118.890686	41.994087	52.682564
g49158	-	321	+	541175	548155	28.728395	10.147327	12.730060
g49159	-	321	-	550195	551442	10.110577	3.571217	4.480175
g49161	-	321	-	581849	582814	7.581553	2.677926	3.359520
g49162	-	321	+	591476	593221	0.179744	0.063488	0.079648
g49163	-	321	+	593266	593838	0.085515	0.030205	0.037893
g49164	-	321	+	594060	594638	0.099482	0.035139	0.044082
g49165	-	321	+	594779	596852	0.000000	0.000000	0.000000
g49166	-	321	+	602920	604065	2.311955	0.816619	1.024468
g49167	-	321	-	606216	613463	26.074516	9.209935	11.554079
g49168	-	321	-	615484	632691	4.035320	1.425339	1.788121
g49169	-	321	+	632914	634486	187.064682	66.074234	82.891670
g49178	-	322	+	537	59975	67.069313	23.689951	29.719597
g49179	-	322	-	63995	67550	0.837893	0.295957	0.371285
g49180	-	322	+	78021	106234	98.445435	34.772499	43.622910
g49182	-	322	-	128772	136692	0.848700	0.299774	0.376074
g49183	-	322	+	169936	176053	0.139137	0.049145	0.061654
g49184	-	322	+	177435	177992	0.000000	0.000000	0.000000
g49185	-	322	-	244490	245997	0.000000	0.000000	0.000000
g49186	-	322	-	282966	291043	0.000000	0.000000	0.000000
g49189	-	322	+	304975	314402	0.000000	0.000000	0.000000
g49190	-	322	+	318700	322490	0.000000	0.000000	0.000000
g49192	-	322	+	347942	348376	0.000000	0.000000	0.000000
g49193	-	322	-	349814	357084	0.000000	0.000000	0.000000
g49197	-	322	-	419636	423267	188.021851	66.412315	83.315811
g49198	-	322	+	423975	424718	31.897850	11.266829	14.134501
g49199	-	322	-	428468	447957	139.600723	49.309204	61.859547
g49200	-	322	-	448083	449115	20.774105	7.337745	9.205374
g49202	-	322	-	461050	505992	24.251268	8.565935	10.746165
g49203	-	322	+	515447	516590	0.329723	0.116463	0.146106
g49204	-	322	-	562488	564126	0.000000	0.000000	0.000000
g49205	-	322	-	564198	564497	0.000000	0.000000	0.000000
g49206	-	322	-	573256	574281	0.000000	0.000000	0.000000
g49207	-	322	-	592845	593201	0.000000	0.000000	0.000000
g49208	-	322	-	597372	598635	32.899372	11.620584	14.578293
g49210	-	322	-	624161	624523	0.386226	0.136421	0.171144
g49211	-	322	-	640674	641908	0.000000	0.000000	0.000000
g49212	-	322	-	658705	688139	38.927151	13.749691	17.249310
g49241	-	323	-	715463	720111	17.150183	6.057718	7.599549
g49242	-	324	-	15397	27637	6.521157	2.303377	2.889640
g49243	-	324	-	37051	43450	0.000000	0.000000	0.000000
g49249	-	324	+	94204	95022	4.280830	1.512057	1.896912
g49217	-	323	-	50151	62354	0.000000	0.000000	0.000000
g49218	-	323	+	113290	118110	0.367361	0.129758	0.162784
g49220	-	323	-	127370	141672	7.718121	2.726163	3.420036
g49222	-	323	+	250503	251434	0.990408	0.349828	0.438867
g49223	-	323	+	311142	315575	0.000000	0.000000	0.000000
g49226	-	323	-	329211	333480	49.701218	17.555264	22.023487
g49228	-	323	+	450046	450360	0.768254	0.271360	0.340427
g49231	-	323	+	537775	538155	0.000000	0.000000	0.000000
g49232	-	323	-	571727	573376	0.831617	0.293740	0.368504
g49233	-	323	-	573688	574527	0.799612	0.282436	0.354322
g49234	-	323	+	576208	576627	2.882938	1.018300	1.277481
g49235	-	323	+	576962	585545	1.864537	0.658584	0.826209
g49239	-	323	-	672494	673330	47.709454	16.851740	21.140902
g49250	-	324	+	99700	100053	1.936441	0.683982	0.858071
g49251	-	324	-	102127	105838	3.651042	1.289606	1.617841
g49252	-	324	-	155348	156364	4.547689	1.606316	2.015161
g49254	-	324	-	162947	164641	0.210317	0.074287	0.093195
g49255	-	324	+	180511	180927	0.000000	0.000000	0.000000
g49256	-	324	+	181410	182964	0.518277	0.183064	0.229658
g49258	-	324	+	208306	216473	22.013889	7.775657	9.754744
g49259	-	324	-	216936	228244	41.985584	14.829979	18.604555
g49260	-	324	-	228982	231276	16.470085	5.817497	7.298186
g49261	-	324	-	231292	246378	61.240353	21.631069	27.136683
g49263	-	324	-	276776	282287	1205.548706	425.819061	534.199951
g49264	-	324	+	320515	352491	49.779774	17.583010	22.058296
g49266	-	324	+	435350	436339	0.534144	0.188668	0.236689
g49265	-	324	+	369303	422437	119.369354	42.163158	52.894669
g49267	-	324	-	441482	450894	30.321638	10.710086	13.436054
g49268	-	324	-	452035	459254	0.000000	0.000000	0.000000
g49269	-	324	+	459427	460131	20.046808	7.080853	8.883095
g49270	-	324	-	462036	473541	1.325490	0.468184	0.587348
g49272	-	324	-	495492	496563	2.975758	1.051085	1.318611
g49273	-	324	-	497824	498798	0.853333	0.301411	0.378127
g49274	-	324	-	499932	505489	1.091522	0.385543	0.483673
g49275	-	324	+	511763	515514	75.642738	26.718224	33.518635
g49278	-	324	-	532801	533358	0.738652	0.260904	0.327310
g49279	-	324	+	533775	548155	11.252294	3.974490	4.986090
g49280	-	324	+	558262	570883	10.396950	3.672369	4.607072
g49281	-	324	-	578057	613186	58.259541	20.578199	25.815832
g49282	-	324	-	653644	654837	0.000000	0.000000	0.000000
g49283	-	324	+	657223	661285	0.525641	0.185665	0.232921
g49284	-	325	-	4261	8515	1.025087	0.362077	0.454234
g49285	-	325	+	8696	10268	18.482653	6.528368	8.189990
g49286	-	325	+	17221	25314	21.684906	7.659455	9.608965
g49287	-	325	+	29713	30732	1.392157	0.491732	0.616889
g49289	-	325	+	36884	37867	4.846545	1.711877	2.147590
g49291	-	325	-	49745	53968	350.136566	123.673820	155.151703
g49292	-	325	-	60872	79788	4.712389	1.664491	2.088143
g49293	-	325	+	96744	101631	25.718309	9.084117	11.396237
g49294	-	325	-	105641	124215	22.729807	8.028531	10.071979
g49295	-	325	-	129060	132506	6.870614	2.426811	3.044491
g49296	-	325	+	132931	133533	28.356550	10.015986	12.565289
g49297	-	325	+	135312	144882	15.793917	5.578663	6.998564
g49298	-	325	-	145164	147957	0.000000	0.000000	0.000000
g49299	-	325	+	149526	171951	32.024220	11.311465	14.190498
g49301	-	325	+	201276	205535	377.405792	133.305756	167.235184
g49307	-	325	+	254285	267537	0.392318	0.138573	0.173843
g49310	-	325	+	296853	308828	0.000000	0.000000	0.000000
g49311	-	325	-	317358	325290	0.139923	0.049423	0.062002
g49312	-	325	+	330289	331637	0.000000	0.000000	0.000000
g49315	-	325	-	365088	369089	0.406019	0.143412	0.179914
g49316	-	325	+	371027	371512	0.000000	0.000000	0.000000
g49318	-	325	-	387550	396817	33.409092	11.800624	14.804159
g49319	-	325	-	397790	405427	21.568377	7.618295	9.557328
g49320	-	325	+	409207	415172	2.562802	0.905223	1.135623
g49322	-	325	+	419100	431187	4.396375	1.552870	1.948111
g49323	-	325	-	436927	443631	0.000000	0.000000	0.000000
g49327	-	325	+	519473	523838	3.555211	1.255757	1.575377
g49329	-	325	+	543428	544372	0.000000	0.000000	0.000000
g49333	-	325	-	583432	587179	2.573487	0.908997	1.140358
g49335	-	326	-	1379	1792	35.796711	12.643969	15.862156
g49336	-	326	+	2395	2784	0.996154	0.351857	0.441413
g49338	-	326	+	4306	4650	0.255072	0.090095	0.113027
g49341	-	326	+	20974	35231	48.625862	17.175430	21.546980
g49342	-	326	-	35791	40068	4.690985	1.656931	2.078658
g49346	-	326	-	53724	55903	7.741902	2.734563	3.430574
g49347	-	326	-	61724	70440	351.907562	124.299370	155.936462
g49348	-	326	-	73804	84410	30.365503	10.725580	13.455492
g49350	-	326	+	125034	126382	2.985199	1.054420	1.322794
g49351	-	326	+	126604	126990	3.734741	1.319170	1.654930
g49352	-	326	+	127111	127434	1.021604	0.360847	0.452691
g49353	-	326	+	127768	128463	0.396552	0.140069	0.175719
g49349	-	326	+	89111	114950	147.791931	52.202469	65.489220
g49354	-	326	-	149633	179083	1.617008	0.571153	0.716525
g49366	-	326	-	357501	367033	0.547461	0.193372	0.242590
g49375	-	326	+	481169	481561	0.022901	0.008089	0.010148
g49376	-	326	+	482876	483997	0.000000	0.000000	0.000000
g49377	-	326	+	484939	485646	9.279375	3.277623	4.111855
g49378	-	326	-	489169	489873	2.297872	0.811645	1.018228
g49380	-	326	-	490434	492247	0.428033	0.151188	0.189669
g49381	-	326	+	500096	500620	0.000000	0.000000	0.000000
g49387	-	326	-	545947	546342	0.000000	0.000000	0.000000
g49388	-	326	+	552112	573406	7.678651	2.712222	3.402546
g49389	-	326	-	602652	603446	0.634591	0.224148	0.281199
g49390	-	326	-	603520	604538	1.048906	0.370490	0.464789
g49391	-	326	-	604558	608902	2.922905	1.032417	1.295191
g49392	-	326	-	623828	650179	60.396355	21.332956	26.762693
g49393	-	326	+	655317	670537	29.179918	10.306813	12.930138
g49394	-	326	+	673831	682882	250.433594	88.457146	110.971558
g49400	-	326	-	703456	715805	44.107178	15.579359	19.544670
g49403	-	327	-	91317	92324	0.099802	0.035252	0.044224
g49404	-	327	+	114430	145495	13.642407	4.818716	6.045192
g49405	-	327	-	146480	195802	14.301052	5.051360	6.337049
g49443	-	327	-	706342	706818	0.893082	0.315451	0.395740
g49444	-	328	+	206	1093	0.322072	0.113761	0.142716
g49450	-	328	-	57766	61329	0.000000	0.000000	0.000000
g49451	-	328	+	66970	68022	0.279584	0.098754	0.123889
g49407	-	327	-	224433	227053	112.812592	39.847206	49.989254
g49412	-	327	-	359815	360333	0.000000	0.000000	0.000000
g49413	-	327	-	373513	373857	0.069565	0.024571	0.030825
g49414	-	327	-	377130	380125	0.975461	0.344548	0.432244
g49415	-	327	+	388280	391471	0.122113	0.043132	0.054110
g49418	-	327	+	422725	427567	0.000000	0.000000	0.000000
g49421	-	327	-	513035	513952	0.000000	0.000000	0.000000
g49424	-	327	+	529023	531050	0.000000	0.000000	0.000000
g49427	-	327	-	549625	553985	62.616264	22.117064	27.746374
g49433	-	327	-	589737	606183	6.008207	2.122195	2.662343
g49434	-	327	+	608295	612118	0.708583	0.250283	0.313986
g49435	-	327	-	618677	620529	7.212062	2.547415	3.195792
g49436	-	327	-	630853	632900	3.111111	1.098894	1.378588
g49440	-	327	-	672029	672355	0.000000	0.000000	0.000000
g49441	-	327	-	672423	673004	0.000000	0.000000	0.000000
g49442	-	327	-	685323	704376	3.556416	1.256183	1.575911
g49463	-	328	+	239279	280765	12.744439	4.501539	5.647286
g49464	-	328	-	282200	291274	49.838451	17.603737	22.084299
g49467	-	329	+	21195	70867	1.402218	0.495286	0.621348
g49476	-	329	-	145430	145852	0.342790	0.121079	0.151896
g49477	-	329	-	145869	146207	0.424779	0.150039	0.188227
g49480	-	329	+	151428	154659	1.311253	0.463155	0.581039
g49481	-	329	+	166671	169859	0.422908	0.149378	0.187398
g49468	-	329	+	93873	94223	0.000000	0.000000	0.000000
g49469	-	329	+	96512	96778	0.000000	0.000000	0.000000
g49470	-	329	-	99773	102145	1383.739502	488.758881	613.159424
g49482	-	329	-	182565	198792	279.290405	98.649834	123.758514
g49483	-	329	+	198956	209674	13.201960	4.663143	5.850022
g49485	-	329	+	264256	272010	8.158537	2.881725	3.615192
g49484	-	329	-	219938	256400	47.050556	16.619007	20.848932
g49486	-	329	-	280096	284298	4.190313	1.480085	1.856802
g49488	-	329	-	291031	296796	11.734200	4.144706	5.199631
g49489	-	329	+	297632	307897	22.488956	7.943459	9.965254
g49490	-	329	-	313930	316816	187.225204	66.130936	82.962799
g49494	-	329	-	362696	369014	6.959627	2.458251	3.083934
g49491	-	329	+	344475	346212	358.469940	126.617302	158.844376
g49493	-	329	-	354971	358825	66.775581	23.586201	29.589439
g49495	-	329	-	372054	373763	10.124269	3.576053	4.486243
g49496	-	329	-	373837	388248	8.375000	2.958184	3.711111
g49499	-	329	-	521658	533111	4.168724	1.472460	1.847235
g49500	-	329	-	536143	540191	1.364240	0.481871	0.604519
g49501	-	329	+	540445	549379	7.091020	2.504662	3.142156
g49502	-	329	-	553851	554786	0.000000	0.000000	0.000000
g49503	-	329	-	559131	561026	0.538597	0.190241	0.238662
g49504	-	329	-	566887	570716	2.259259	0.798006	1.001118
g49505	-	329	+	573028	573444	0.000000	0.000000	0.000000
g49506	-	329	-	577017	577952	0.895299	0.316234	0.396723
g49507	-	329	-	581468	583708	1.213836	0.428746	0.537872
g49509	-	329	-	605473	606408	0.068376	0.024151	0.030299
g49510	-	329	+	609602	610129	0.000000	0.000000	0.000000
g49511	-	329	-	621532	622467	0.085470	0.030189	0.037873
g49512	-	329	-	625039	636740	23.924017	8.450345	10.601154
g49513	-	329	+	636843	655478	5.323109	1.880207	2.358764
g49514	-	329	-	658547	681860	10.177752	3.594944	4.509942
g49518	-	330	-	30748	44574	314.616486	111.127563	139.412125
g49520	-	330	+	51402	64528	143.699738	50.757042	63.675896
g49521	-	330	-	69626	76484	59.629456	21.062077	26.422867
g49522	-	330	+	92856	96379	0.000000	0.000000	0.000000
g49523	-	330	+	96812	103686	1.220773	0.431197	0.540946
g49524	-	330	-	114678	114992	0.655237	0.231440	0.290347
g49525	-	330	-	115195	121610	0.000000	0.000000	0.000000
g49526	-	330	+	126746	131192	7.528449	2.659168	3.335989
g49527	-	330	+	146675	150800	23.731012	8.382172	10.515631
g49528	-	330	+	169593	177477	15.961486	5.637852	7.072816
g49534	-	330	+	220107	225933	55.722443	19.682056	24.691601
g49535	-	330	-	229750	231462	38.664917	13.657065	17.133108
g49536	-	330	+	233990	237295	57.551281	20.328032	25.501989
g49538	-	330	+	254288	264251	66.686890	23.554874	29.550138
g49539	-	330	+	272130	287772	20.906862	7.384637	9.264200
g49540	-	330	-	291652	300223	0.595343	0.210285	0.263807
g49541	-	330	+	302758	315059	2.349296	0.829809	1.041015
g49542	-	330	+	323218	336765	3.060000	1.080841	1.355940
g49543	-	330	+	345718	372803	23.384642	8.259829	10.362148
g49544	-	330	+	374577	376567	22.551125	7.965417	9.992802
g49545	-	330	+	383765	414023	73.855103	26.086800	32.726501
g49546	-	330	+	418010	430016	93.655647	33.080669	41.500473
g49547	-	330	-	433008	438324	101.992073	36.025227	45.194489
g49548	-	330	+	440989	455289	126.185577	44.570759	55.915058
g49549	-	330	+	467947	471791	772.376465	272.815704	342.253662
g49552	-	330	-	557271	560713	1.040413	0.367490	0.461025
g49553	-	330	-	561009	563002	0.000000	0.000000	0.000000
g49556	-	330	-	582411	591800	1.179620	0.416661	0.522711
g49560	-	330	-	610811	614941	0.139382	0.049232	0.061763
g49577	-	330	+	653463	655172	0.153655	0.054273	0.068087
g49578	-	330	+	655204	659331	0.249190	0.088018	0.110420
g49581	-	330	+	664177	668286	0.000000	0.000000	0.000000
g49592	-	330	+	682272	682685	0.751612	0.265481	0.333053
g49593	-	331	+	621	13089	23.245043	8.210521	10.300289
g49594	-	331	-	17155	22885	12.025335	4.247540	5.328639
g49595	-	331	+	23776	47223	48.288700	17.056339	21.397577
g49596	-	331	+	54114	66931	5.056016	1.785866	2.240410
g49597	-	331	-	68650	69438	0.645540	0.228015	0.286050
g49598	-	331	-	69538	70545	0.489926	0.173050	0.217095
g49599	-	331	-	70707	71857	0.666505	0.235420	0.295340
g49600	-	331	+	72628	78759	12.028638	4.248707	5.330102
g49601	-	331	-	81948	89709	6.233541	2.201786	2.762192
g49602	-	331	-	91823	93240	2.246914	0.793646	0.995647
g49603	-	331	+	97887	112254	55.207130	19.500038	24.463257
g49604	-	331	+	115788	129134	138.714111	48.996037	61.466675
g49605	-	331	-	130961	150799	30.423695	10.746135	13.481277
g49606	-	331	+	151377	154936	231.130630	81.639023	102.418068
g49609	-	331	+	195055	196353	5.301771	1.872670	2.349308
g49607	-	331	+	171674	177193	75.131386	26.537605	33.292046
g49608	-	331	-	182836	190468	35.730064	12.620428	15.832623
g49612	-	331	-	223189	245561	70.344223	24.846701	31.170769
g49613	-	331	+	245891	261822	58.149139	20.539204	25.766912
g49617	-	331	-	324833	329134	34.734695	12.268848	15.391558
g49618	-	331	+	337925	339537	11.783704	4.162192	5.221568
g49619	-	331	-	347835	359686	25.627743	9.052128	11.356106
g49620	-	331	-	360400	373501	24.446634	8.634941	10.832736
g49621	-	331	-	375656	380307	4.811828	1.699615	2.132206
g49622	-	331	+	391796	393301	25.062416	8.852446	11.105599
g49623	-	331	-	399883	427010	4.128800	1.458358	1.829544
g49626	-	331	-	460923	466961	0.277494	0.098015	0.122962
g49624	-	331	-	435486	445614	395.422638	139.669586	175.218750
g49635	-	331	+	632024	635066	7.148148	2.524840	3.167471
g49634	-	331	+	621544	628793	82.270935	29.059408	36.455708
g49636	-	331	+	638277	639128	7.282864	2.572424	3.227166
g49627	-	331	+	471193	471942	1.381867	0.488097	0.612330
g49628	-	331	-	473321	476911	33.193462	11.724461	14.708610
g49629	-	331	+	477344	511323	237.401993	83.854172	105.197021
g49630	-	331	-	516395	576477	54.090706	19.105701	23.968548
g49637	-	331	-	644563	647555	11.758242	4.153199	5.210285
g49638	-	331	+	649961	652727	0.000000	0.000000	0.000000
g49639	-	331	+	652813	653584	0.155072	0.054774	0.068715
g49640	-	331	+	653637	653981	0.000000	0.000000	0.000000
g49641	-	331	+	655945	657078	0.000000	0.000000	0.000000
g49642	-	331	+	698985	699911	2.605178	0.920190	1.154400
g49643	-	331	-	704107	712718	223.118088	78.808868	98.867561
g49644	-	331	-	723269	741287	63.214397	22.328333	28.011415
g49645	-	331	+	752439	753148	1.276903	0.451023	0.565818
g49646	-	331	-	757196	759786	1.233162	0.435573	0.546436
g49648	-	332	-	310	4936	39.315399	13.886827	17.421349
g49649	-	332	+	5219	9585	62.532257	22.087391	27.709148
g49650	-	332	+	19005	21203	11.978735	4.231080	5.307989
g49651	-	332	-	21887	24379	314.954773	111.247055	139.562027
g49652	-	332	-	54048	54440	10.297202	3.637136	4.562872
g49654	-	332	+	60075	76770	16.679487	5.891461	7.390975
g49659	-	332	-	156593	170056	23.419628	8.272186	10.377651
g49656	-	332	-	120004	136118	208.779144	73.744125	92.513733
g49657	-	332	+	139682	140026	1.646368	0.581523	0.729535
g49658	-	332	+	140058	141050	1.984894	0.701096	0.879542
g49663	-	332	-	200575	201567	12.849950	4.538807	5.694040
g49664	-	332	+	233166	234059	33.162750	11.713613	14.695001
g49670	-	332	-	322368	334500	2.382768	0.841632	1.055847
g49672	-	332	-	348111	348839	0.058436	0.020641	0.025894
g49678	-	332	-	370255	373937	0.676201	0.238845	0.299637
g49679	-	332	-	382515	388792	0.000000	0.000000	0.000000
g49685	-	332	-	405744	406998	1.453285	0.513323	0.643976
g49689	-	332	+	430188	441978	0.141011	0.049807	0.062484
g49694	-	332	-	462140	462916	0.410553	0.145014	0.181923
g49697	-	332	-	483422	486532	0.485874	0.171618	0.215299
g49698	-	332	+	487229	495566	0.000000	0.000000	0.000000
g49700	-	332	-	512637	513269	0.334226	0.118054	0.148101
g49701	-	332	+	517045	519056	2.906291	1.026548	1.287829
g49702	-	332	-	519402	520583	2.066034	0.729756	0.915496
g49714	-	332	+	563951	572182	0.000000	0.000000	0.000000
g49733	-	332	-	673922	675217	0.037037	0.013082	0.016412
g49737	-	332	-	684775	685218	0.161036	0.056880	0.071358
g49745	-	333	+	1	1110	0.194293	0.068627	0.086095
g49747	-	333	+	17078	18356	0.148148	0.052328	0.065647
g49748	-	333	+	19203	20554	0.886243	0.313035	0.392710
g49749	-	333	+	21131	22039	2.023800	0.714838	0.896782
g49752	-	333	+	27733	28995	0.352940	0.124664	0.156394
g49758	-	333	+	61055	64325	0.558435	0.197248	0.247452
g49762	-	333	-	88109	88864	0.293651	0.103722	0.130122
g49772	-	333	+	137051	139989	3.144119	1.110553	1.393215
g49799	-	333	+	271561	278910	0.000000	0.000000	0.000000
g49803	-	333	+	292789	293601	0.035424	0.012512	0.015697
g49821	-	333	+	403626	404812	0.304910	0.107699	0.135111
g49831	-	333	+	454928	461347	0.000000	0.000000	0.000000
g49832	-	333	-	470521	470931	0.980049	0.346169	0.434277
g49833	-	333	+	471414	473147	0.521334	0.184143	0.231012
g49837	-	333	+	505735	512788	0.000000	0.000000	0.000000
g49838	-	333	-	528241	531477	0.402420	0.142141	0.178319
g49839	-	333	+	544687	548998	0.000000	0.000000	0.000000
g49841	-	333	+	553174	555768	0.120231	0.042468	0.053276
g49846	-	333	+	620216	635663	26.589743	9.391922	11.782385
g49847	-	333	-	644929	659829	12.229445	4.319635	5.419083
g49849	-	334	-	1172	5379	20.219568	7.141874	8.959648
g49848	-	333	-	674185	689795	1054.500732	372.466492	467.267914
g49850	-	334	-	9405	15360	8.172414	2.886627	3.621341
g49851	-	334	-	16063	24562	136.136795	48.085690	60.324623
g49854	-	334	+	40214	47014	460.354523	162.604568	203.991226
g49855	-	334	-	52516	99539	60.915314	21.516262	26.992651
g49859	-	334	+	115707	121571	7.106667	2.510188	3.149090
g49860	-	334	+	123453	126452	18.382002	6.492816	8.145390
g49862	-	334	-	162109	162480	64.833336	22.900169	28.728798
g49863	-	334	+	167915	169060	0.737347	0.260443	0.326732
g49864	-	334	-	175100	191207	286.826447	101.311676	127.097862
g49865	-	334	+	194119	197112	0.673514	0.237896	0.298446
g49866	-	334	+	211600	214578	3.645351	1.287596	1.615319
g49867	-	334	+	218674	221556	460.573090	162.681763	204.088074
g49868	-	334	-	223409	227940	177.993774	62.870243	78.872185
g49869	-	334	+	229571	243815	21.898861	7.735027	9.703772
g49870	-	334	-	254697	269748	900.269836	317.989685	398.925476
g49871	-	334	+	281376	284077	29.030792	10.254139	12.864058
g49872	-	334	+	299581	300849	21.431709	7.570022	9.496770
g49873	-	334	+	301885	305476	27.766666	9.807630	12.303901
g49874	-	334	+	306515	322046	30.769608	10.868316	13.634557
g49876	-	334	-	363608	400068	29.481981	10.413507	13.063988
g49877	-	334	-	403223	411013	30.078379	10.624163	13.328261
g49878	-	334	-	411744	416280	2.743137	0.968920	1.215533
g49879	-	334	+	417629	423647	0.533333	0.188382	0.236329
g49880	-	334	+	437640	441038	0.000000	0.000000	0.000000
g49887	-	334	+	504869	506107	5.094431	1.799434	2.257432
g49883	-	334	-	471410	471709	0.562000	0.198507	0.249032
g49884	-	334	+	478171	479995	9.149879	3.231883	4.054473
g49885	-	334	+	488915	491453	10.566465	3.732244	4.682188
g49886	-	334	-	492193	502382	62.217995	21.976389	27.569893
g49888	-	334	-	511245	515657	47.441948	16.757254	21.022366
g49897	-	335	+	6759	10854	45.297161	15.999680	20.071972
g49892	-	334	-	589356	597905	80.035751	28.269903	35.465256
g49893	-	334	+	598090	623458	243.109573	85.870178	107.726151
g49894	-	334	-	623829	628799	604.394653	213.481842	267.817932
g49895	-	334	+	631614	637465	2.481380	0.876463	1.099543
g49905	-	335	-	125273	127702	0.233115	0.082340	0.103297
g49907	-	335	-	167298	172388	4.429224	1.564473	1.962667
g49906	-	335	+	140443	163925	117.709831	41.576992	52.159306
g49908	-	335	-	177427	181502	19.622656	6.931035	8.695146
g49909	-	335	+	181553	182389	32.322155	11.416700	14.322517
g49910	-	335	+	185172	186747	57.278206	20.231577	25.380985
g49911	-	335	+	198363	216966	128.929108	45.539818	57.130764
g49912	-	335	-	218629	221796	3.154454	1.114203	1.397794
g49915	-	335	-	249910	264056	16.137650	5.700075	7.150878
g49917	-	335	-	271872	276366	66.962265	23.652140	29.672163
g49918	-	335	+	277790	278299	3.570588	1.261189	1.582191
g49919	-	335	-	280518	302907	34.806099	12.294070	15.423198
g49920	-	335	-	306501	311865	180.387985	63.715916	79.933105
g49921	-	335	+	312062	315302	12.461246	4.401511	5.521798
g49927	-	336	-	4666	5244	3.993092	1.410424	1.769410
g49922	-	335	-	319564	431175	72.702309	25.679617	32.215679
g49928	-	336	+	7286	36920	246.966080	87.232361	109.435036
g49930	-	336	-	65216	75367	5.062016	1.787985	2.243069
g49932	-	336	+	110994	126821	30.646177	10.824719	13.579864
g49933	-	336	-	132579	151548	17.224251	6.083880	7.632370
g49936	-	336	+	184686	196395	47.148785	16.653704	20.892460
g49939	-	336	-	223367	234069	2.855866	1.008737	1.265485
g49937	-	336	-	204424	218648	18.464981	6.522126	8.182160
g49938	-	336	-	220393	222258	2.811594	0.993100	1.245867
g49942	-	336	-	260984	269494	19.077168	6.738360	8.453430
g49943	-	336	+	270227	272578	10.428986	3.683684	4.621268
g49944	-	336	-	272695	289779	39.597126	13.986337	17.546186
g49946	-	336	-	312940	314101	0.000000	0.000000	0.000000
g49947	-	336	-	316880	356855	56.731892	20.038609	25.138905
g49948	-	336	+	363834	376780	73.342857	25.905869	32.499516
g49951	-	336	-	414139	430519	30.519718	10.780051	13.523827
g49952	-	336	+	439435	458647	64.160255	22.662426	28.430544
g49953	-	336	-	463567	485941	222.746124	78.677483	98.702744
g49954	-	336	+	530559	536584	16.339096	5.771230	7.240142
g49955	-	336	+	554851	581554	4.255585	1.503141	1.885725
g49963	-	336	-	600474	602268	0.237942	0.084045	0.105436
g49967	-	336	-	632805	633869	0.300839	0.106261	0.133307
g49968	-	336	-	653211	667343	1.070134	0.377988	0.474195
g49974	-	337	+	204560	205027	1.226496	0.433218	0.543482
g49969	-	337	+	26576	59672	7.054304	2.491693	3.125887
g49973	-	337	+	146741	197849	65.923386	23.285192	29.211817
g49975	-	337	-	209823	239989	113.908730	40.234379	50.474972
g49976	-	337	+	240181	244806	116.469543	41.138901	51.609715
g49977	-	337	-	249446	277671	130.259140	46.009605	57.720131
g49978	-	337	+	280681	303171	34.640732	12.235660	15.349920
g49981	-	337	-	338777	341633	0.111505	0.039385	0.049410
g49984	-	337	-	349177	350092	0.000000	0.000000	0.000000
g49985	-	337	-	354709	358052	0.071111	0.025118	0.031511
g49993	-	337	+	387128	389764	0.860202	0.303837	0.381171
